Produtos;Valor;valor parcelado
PlacaDeVideoPowercolorFighterAmdRadeonRx7600xt16gbGddr6;3677.9;3677.9
PlacaDeCapturaELGAtoGameCaptureHd60SUsb30;2900.0;2900.0
PlacaDeVideoPowercolorAmdRx6500xtItx4gb64bits;1924.9;1924.9
PlacaDeVideoVisiontekRadeon77502gbGDDR5Para6Monitores4k6SaidasMiniDisplayportAmdEyefinity20PlacaDeVideoPCiExpress30SomSurround;2559.9;2559.9
PlacaDeVideoPowercolorFighterAmdRadeonRx6650XtCom8GBDeMemoriaGddr6;2817.9;2817.9
PlacaDeVideoParaJogosSapphireMultiAmdRadeonRx7600Com8GBGddr6AmdRdna3;2916.9;2916.9
PlacaDeVideoAmdRadeonRx580GDDR58GB256BitsWhite;999.99;999.9
PlacaDeVideoAsusDualRadeonRx66008GBGddr6;3194.9;3194.9
PlacaDeVideoPnyRTXA4004gbGddr664bits4xMdpVcnRTXa400atxpb;1608.14;1806.9
KitSuporteVerticalGpuNzxtPretoAbrh175b1;874.9;874.9
PlacaDeVideoPcyesNvidiaGeforceRtx306012GBDDR6192BitGraffitiSeriesFULLSizeDualFanPgs3060fs192;2491.0;2491.0
PlacaDeVideoGpuRx550Evolut4GBGDDR5128BitAtxSingleFan;666.7;666.7
PlacaDeVideoPny4GBQuadroK1200DDR5128bitsMinidisplayportVcqk1200dppb;1786.36;1984.8
PlacadeVideoRX7600GigabyteRadeon8GB128bitsGamingOc;2994.9;2994.9
PlacadeVideoRTX4060Gigabyte8GB128bitsEagleOc;3449.9;3449.9
PlacadeVideoAFOXGT1030NVIDIAGeForce2GBDDR5HDMIDVI;815.39;905.9
PlacaDeVideoNvidiaPcyesGeforceRTX30508GB128BITSPVRTX30508GB;1977.6;2060.0
PlacaDeVideoMsiGeforceRTX4060TiVentus2xPreto8gOcGDDR8128Bits912v515024;2899.0;2898.9
PlacaDeVideoXfxSpeedsterSwft210RadeonRx7600Xt16gbGddr6PCiexpress;3376.8;3752.0
PlacaGraficaVisiontekAmdRadeonRx5602GbGDDR5;2004.9;2004.9
PlacaDeVideoParaJogosXfxSpeedsterSwft105RadeonRx6400Com4gbGddr6AmdRdna2Rx64xl4sfg2;1531.9;1531.9
PlacaDeVideoParaJogosXfxSpeedsterSwft210RadeonRx7600xtCoreCom16gbGddr6HDMI3xdpAmdRdna3Rx76tswftfp;3598.9;3598.9
PlacaDeVideo4gbGtx750ti128bitDvihdmivgaDdr5LpGtx750TiSzmz;703.58;781.7
PlacaDeVideoZotacGamingNvidiaRtx306012gb192bits;3535.9;3535.9
PlacaDeVideoGeforceRTX3050GamingX6gbGddr6Msi;1849.95;1849.9
PlacaDeVideoAsusPhoenixGeforceRTXtm3050V2pcie408GBGddr6HDMI21Displayport14a;2514.9;2514.9
PlacaDeVideoGigabyteGeforceGtx1660Oc6gbGDDR5;3694.9;3694.9
GpuGt10304gbGDDR464bitSingleFanLowProfilePagt10304gbg4lp;1019.88;1019.8
PlacaGraficaAmdRadeonHd7750Visiontek2GbGDDR5;1429.9;1429.9
PlacaDeVideoBrxRx5808GBGDDR5256Bit;970.07;1154.8
PlacaDeVideoAcerPredatorBifrostAmdRadeonRx7600ComOverclock8GBGddr6128bit18GbpsResfriamentoHibridoComVentiladorDuploECamaraDeVaporTdp180w1X;3571.9;3571.9
PlacaDeVideoAcerNitroAmdRadeonRx7600XtOverclocking16gbGddr6128bit18GbpsDuasVentoinhasNitroFrostbladeRingedTdp215w1XHDMI21;3765.9;3765.9
PlacaDeVideoRtx40608gbCompactGddr6Inno3dN4060108d6173050n;2580.41;2580.4
PlacadeVideoKnupNVIDIAGeForceRevengerGTX750TIGamer2GBDDR5DVIVGAHDMIGTX750TI2G;779.71;820.7
PlacaDeVideoAsusDualOc8GBGeforceRTX4060Gddr6DualRTX4060o8gevo;3812.6;3812.6
PlacaDeVideoGtx1660SuperPcwinmax6GB192BitsGDDR6;1199.9;1333.2
PlacaDeVideoRTX4060ZotacGamingSolo8GBGDDR6128BitsZtD40600g10l;2387.58;2984.4
PlacaDeVideoManliGeforceRtx306012GBGDDR6192BitsHDMIdp;2104.21;2104.2
PlacadeVideoRTX4060TIDual8GSSDOCASUSNVIDIAGeForce8GBGDDR6DLSSRayTracing90YV0JS0M0NA00;2799.99;3294.1
PlacadeVideoPNYNVIDIAGeForceGT10302GBGDDR4GMG103WE3G2CX1KTP;679.9;799.8
PlacadeVideoAfoxNVIDIAGeForceGT7404GBDDR3PCIEDVIVGAHDMIDualSlotAF7404096D3L3;808.02;918.2
PlacadeVideoPCYesNVIDIAGeForceGT10302GBGDDR5;689.0;689.0
PlacadeVideoAFOXGeForceGTX750TI2GBGDDR5128BitsHDMIDVIVGAAF750TI2048D5H5V7;937.44;937.4
PlacadeVideoAsusNVIDIAGeForceGTX1660SuperOCEditionPhoenix6GBGDDR6192BitsPHGTX1660SO6G;3801.9;3801.9
PlacadeVideoAfoxNVIDIAGeForceGT7102GBDDR3PCIEDVIVGAHDMILowProfileAF7102048D3L7;626.9;626.9
PlacadeVideoPowercolorAMDRadeonRX550RedDragon4GB;3060.0;3060.0
PlacadeVideoZotacNVIDIAGeForceGT7304GBDDR364BitsLowProfileHDMIDVIVGAZT7111520L;628.95;662.0
PlacadeVideoGigabyteNVIDIAGeForceRTX20606GBGDDR6GVN2060D66GD;3500.0;3500.0
PlacadeVideoGalaxNVIDIAGeForceRTX30508GBGDDR6128Bits;2800.0;3500.0
PlacadeVideoXFXAMDRX6600XTSpeedsterSWFT2108GBGDDR6RX66XT8DFDQ;3199.0;3198.9
BlocoVGABarrowParaRtx3080tiERtx3090MsiGamingTrioBsmsg3090mpa;899.0;899.0
PlacaDeVideoZotacGtx10302GbZtp10300a10l;1181.9;1181.9
